x1,x2,y
6.8717618468185,-1.31862034818634,1
-2.55275218440488,-0.838403794326138,2
-1.46588736746755,-0.431236192791121,2
2.9737857947074,0.511591419421983,1
-3.47469192571493,0.0862278464403469,2
3.11053899381273,-0.0188124500734158,1
4.37522288798502,-0.405649198025636,1
-2.15679508347208,1.29347374840303,2
-1.72542710011943,0.729797576553696,2
-4.21668934224905,1.08576472834588,2
3.1861471966412,1.18300758924486,1
-4.71197064998448,-1.18677432501644,2
-3.71546436356044,0.0488770420713657,2
-6.84086486052405,-1.11196231614355,2
-2.46862187339131,1.26967137614945,2
3.60826064936669,-0.158834572220739,1
4.588289623128,0.255288314490357,1
-4.16666445022847,-0.47440963456024,2
7.00507098166946,-0.154872493544966,1
5.32252203855266,0.00108598397392157,1
5.59703209753735,0.803534925023591,1
3.62859490074593,1.33427033383994,1
-7.90559272864848,-2.82554322792506,2
8.48703438613139,-0.67675173182542,1
8.07289548370974,-0.475129718210776,1
-3.69103973114164,-0.250366845242974,2
3.95692266901605,0.363451853426147,1
-2.57070799983538,-0.0818103167633303,2
6.00056070708527,-0.828143174386381,1
-3.62516016221931,-1.33308759303546,2
-2.49361935266877,-1.1739427124272,2
-0.385408569427997,1.28108374297629,2
-0.0931923029707091,-0.714246369681685,2
-3.25082378923489,-0.478546910678452,2
-0.873759695346725,1.16329755710137,2
-3.57779314096914,0.075732790643171,2
-4.8539764395457,-0.867567164570134,2
-2.42093071802055,1.34179931108185,2
7.27401682454949,0.113202963854759,1
-2.64278237936144,-0.00358174177737347,2
-1.50848382377525,0.191073192634159,2
-1.14617051617885,-0.590382143088537,2
-5.86721049787514,-1.60548966975219,2
7.52241395518766,-2.11213866208638,1
4.35789507067194,1.53304604155388,1
5.55090038531449,0.099395025614937,1
-4.68516135571263,-0.808491284290139,2
-1.92423653877975,0.0735839537046995,2
7.28630334333778,0.611459203151167,1
4.87202212277799,-0.735142256025654,1
-4.0856743568015,-0.0854776595101466,2
6.37339772138634,-3.2730179104821,1
5.87955716914292,0.2127010277783,1
6.97174419152505,0.328521654140294,1
-2.52940904626441,0.660054880573822,2
4.33463955825059,1.04033492091138,1
5.60372115215359,0.647500312180657,1
-3.54223319415549,-1.41205683029943,2
0.33662649795774,0.851302380089667,2
-2.09873066250547,2.01438857516787,2
-1.62292826515301,0.31290042027802,2
-3.96043369550264,1.49036333686966,2
4.6733882279774,-0.217093059288271,1
1.78408543240506,1.03377691323598,1
-5.74407081376656,-0.510018827633353,2
4.05958034638742,-0.917286259440096,1
4.53120240771806,1.58470550046352,1
-3.68783672452003,0.764527527287217,2
9.0075747769786,-2.57172786343415,1
-2.38653666350694,-0.848901139984642,2
-6.24646470575439,-2.10757309446326,2
6.72328041187791,-0.326462935243406,1
4.15314837509248,-0.608120768783068,1
-3.68987799805998,1.0081115613951,2
-6.22478326600989,-0.540376274088251,2
-5.55195352534266,-0.82909555544614,2
3.75617949871573,-0.519726593209591,1
8.00598589028854,-0.876358435177173,1
-2.90750396632411,0.625485591763474,2
6.69801652670225,-1.22150369811298,1
3.46763649081634,-0.253147085721817,1
3.46336937876619,2.24530956165377,1
4.76381452387993,-0.928800305268556,1
6.25572740922814,-0.279232017504497,1
-4.02115711892654,-0.913949193903061,2
-1.82611121395873,0.746830624151495,2
0.375507329541222,1.2165066767193,2
-2.00262868675619,-1.03908075811158,2
6.56075033315483,-0.611750399961295,1
2.61200812698178,-0.389898255558884,1
3.73686210158231,0.139201611202179,1
-4.92435387108644,-1.33118131163473,2
5.96872646394274,0.118187713356393,1
1.04298941754801,2.19017205347581,1
-0.670980455700936,0.495860979322353,2
3.92536034069454,-0.420639134079444,1
-3.48998632678983,0.764286082310839,2
-0.88864086386241,-0.315035468507844,2
0.924593946973061,0.990310956784649,1
-4.3321983353615,-0.467285756400669,2
-0.928066176375975,0.528826148811169,2
2.79482636654318,0.959319409889049,1
3.11032794954475,0.746967622676113,1
-2.08402904757387,0.261058050915117,2
1.15288392987801,2.36649450877194,1
-2.82087629909028,-0.540242947911441,2
-3.06012192917401,-0.397674072997767,2
7.41995547317083,-1.22949997678348,1
1.339180360254,0.530570566382911,1
-0.391084143529002,1.11459233858086,2
