x1,x2,y
-2.46559724798797,-0.940993489150346,1
5.17100734406449,0.598320935837806,1
3.07341341420082,3.51793585068596,2
2.5230804240755,-3.32020676827417,2
4.28292452627928,0.0398484276277985,1
-3.01300438866787,-1.36177540799979,1
1.64407887055226,-3.39848556561349,2
3.16582571248465,-3.35405536594339,2
1.95233742214692,-3.40965470747186,2
6.02710974489363,0.057318095397115,1
7.62616432654489,-1.89521884843789,1
3.4064136975278,0.444009120881237,1
-5.89717960423918,-1.94079433374907,1
-0.670558586319652,0.448680171007592,1
-0.722327189047789,0.0552202528453664,1
-1.04626940273016,-0.0297262600669829,1
-1.44691943417864,-0.431731535459036,1
3.50753084892314,-2.83057676450354,2
1.93864174649617,-3.45756348294082,2
4.84292855766658,0.645235130370727,1
1.61861849770739,-2.24207919235563,2
-3.6917631630263,0.986712571571995,1
1.94208243413556,-2.92531559446745,2
-0.322993181626957,0.475505471398886,1
7.16377425398862,-0.787883113879617,1
-4.21985019468068,-0.880749495480966,1
0.7105083500538,-3.17713549127952,2
2.5729070693646,3.77241999296618,2
0.658596271124485,-3.30169965084164,2
5.85914180955801,0.966320243905312,1
5.75417965645148,0.201112133118164,1
1.81199207187737,-2.70283295333709,2
1.94307482792316,4.53223309485229,2
3.45076180571825,-2.999827042862,2
-5.90747667845388,0.0887437944055511,1
0.438115438113399,3.79121498078823,2
3.83516822096325,-1.71600007598349,1
2.44501317346525,-2.35956868546675,2
2.00081122825803,4.25548604022507,2
3.83499915172296,-2.7723108557039,2
3.92997947898468,-3.15466528743513,2
-4.61558251024443,0.20550355138358,1
2.60587521651685,3.99134732290153,2
-2.68759043758984,-0.0119753861350146,1
2.10967853163951,-3.2797380524273,2
1.43918952758425,3.99567594194395,2
2.18201200746746,-2.84001231678394,2
2.86428017068227,-3.99791101119586,2
-4.93728744405222,-0.269217838001199,1
1.73670344961947,0.138766186853322,1
-1.4214489803345,1.82449410272895,1
3.23304519282971,1.49677792306805,1
-2.98925419061996,0.463477077636918,1
-4.11440839439499,-1.15193519409917,1
4.90243417468481,-0.988640504627637,1
2.10213248417284,-2.91100314782332,2
4.1051683422517,4.35253036900088,2
3.37746043612175,-3.66662721420583,2
4.56019017461612,0.556825989517086,1
1.49962014437583,4.07468212630028,2
2.1527233683113,-0.0266513949503921,1
5.59991509435128,0.0303379634053574,1
4.5197005906708,0.698606257555292,1
3.57796280523083,-3.44670228376224,2
5.76659937325088,0.249885460231118,1
6.63985358032814,0.00846843937055045,1
8.33405573142821,0.680246315312669,1
0.769940099270349,4.72236505920149,2
-4.38680393000393,-0.119226483820129,1
7.25778454343039,-1.12727482367277,1
-3.88360341679649,0.547269746844015,1
-6.16675347896645,-0.372462391677087,1
-0.189925330245844,1.17788242034704,1
1.99062006310355,4.27571187463517,2
4.56173514379761,4.15021043858959,2
2.21758072295475,3.07462712082264,2
3.98143063996536,0.828622955887752,1
6.94748977814099,-2.31157555753228,1
-4.69415480033584,-1.03104569031209,1
1.87213534510521,1.31471397332786,1
4.9397535287124,1.70770290190491,1
2.17194957029828,3.76493555289563,2
1.09216172571249,-2.72242625610011,2
4.18894282035862,-2.79302784953247,2
1.88755320896488,-3.04510073545535,2
2.16620308098582,-2.81121372201588,2
1.73765815522538,4.53018107442294,2
-3.67272005058159,-0.839243478799994,1
5.60098924969626,0.127634686428155,1
0.894259976562872,4.88169406738525,2
1.8989181539033,0.609309946129369,1
-1.27658702747699,1.16905154436974,1
3.99034058825547,-3.5648025194895,2
-6.36276032072646,-2.50465039276781,1
2.75972333670403,3.29524152767309,2
